comparison,comparison_label,level,held_out_donor,n_donors_in_fold,top50_overlap,top50_retained_n,fold_overlap_ge_70,token,n_folds,frac_folds_retained_in_top50,gene_retained_in_70pct_folds
lusc_to_luad,LUSC → LUAD,gene,,4,,5,,15915,5,1.0,True
lusc_to_luad,LUSC → LUAD,gene,,4,,5,,17447,5,1.0,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,9103,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,5,,12365,5,1.0,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,2401,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,14411,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,1939,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,4460,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,5,,10541,5,1.0,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,5436,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,15431,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,4869,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,13841,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,15920,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,11295,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,3,,8805,5,0.6,False
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,8889,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,14728,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,13826,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,2,,3238,5,0.4,False
lusc_to_luad,LUSC → LUAD,gene,,4,,4,,12992,5,0.8,True
lusc_to_luad,LUSC → LUAD,gene,,4,,3,,1162,5,0.6,False
lusc_to_luad,LUSC → LUAD,gene,,4,,3,,1531,5,0.6,False
lusc_to_luad,LUSC → LUAD,gene,,4,,3,,10773,5,0.6,False
lusc_to_luad,LUSC → LUAD,gene,,4,,2,,18703,5,0.4,False
lusc_to_luad,LUSC → LUAD,gene,,4,,1,,18595,5,0.2,False
lusc_to_luad,LUSC → LUAD,gene,,4,,1,,12091,5,0.2,False
lusc_to_luad,LUSC → LUAD,gene,,4,,3,,18469,5,0.6,False
lusc_to_luad,LUSC → LUAD,gene,,4,,2,,5099,5,0.4,False
lusc_to_normal,LUSC → NORMAL,fold,Wu_Zhou_2021_P19,4,0.74,37,True,,5,,
lusc_to_normal,LUSC → NORMAL,fold,Wu_Zhou_2021_P26,4,0.66,33,False,,5,,
lusc_to_normal,LUSC → NORMAL,fold,Wu_Zhou_2021_P30,4,1.0,50,True,,5,,
lusc_to_normal,LUSC → NORMAL,fold,Wu_Zhou_2021_P31,4,1.0,50,True,,5,,
lusc_to_normal,LUSC → NORMAL,fold,Wu_Zhou_2021_P7,4,0.52,26,False,,5,,
lusc_to_normal,LUSC → NORMAL,comparison,,4,0.784,,0.6,,5,,False
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,10769,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,19008,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,15578,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,15038,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,15286,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,5392,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,17345,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,7206,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,8314,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,5945,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,12589,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,8309,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,12372,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,16314,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,15915,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,9103,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,2401,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,17447,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,14411,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,12365,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,5,,10774,5,1.0,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,15066,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,768,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,12091,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,10541,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,15431,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,3,,11922,5,0.6,False
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,1939,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,3,,8805,5,0.6,False
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,6675,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,2,,2192,5,0.4,False
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,1531,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,4869,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,13635,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,13826,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,5175,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,3,,18469,5,0.6,False
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,13841,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,4,,14728,5,0.8,True
lusc_to_normal,LUSC → NORMAL,gene,,4,,3,,1162,5,0.6,False
