comparison,comparison_label,source,goal,token,Ensembl_ID,Gene_name,n_donors_evaluable,n_donors_nonzero,n_cells_total,median_cells_per_donor,median_donor_effect,mean_donor_effect,min_donor_effect,max_donor_effect,n_donors_positive,n_donors_negative,sign_concordance,bootstrap_ci_low,bootstrap_ci_high,ci_excludes_zero,same_direction_pass_70
luad_to_lusc,LUAD → LUSC,luad,lusc,12184,ENSG00000168631,MUCL3,2,2,2,1.0,0.105373035185039,0.105373035185039,0.0253219809383153,0.1854240894317627,2,0,1.0,0.0253219809383153,0.1854240894317627,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9411,ENSG00000152503,TRIM36,1,1,1,1.0,0.0999256372451782,0.0999256372451782,0.0999256372451782,0.0999256372451782,1,0,1.0,0.0999256372451782,0.0999256372451782,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9376,ENSG00000152253,SPC25,1,1,1,1.0,0.0961473584175109,0.0961473584175109,0.0961473584175109,0.0961473584175109,1,0,1.0,0.0961473584175109,0.0961473584175109,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,330,ENSG00000013293,SLC7A14,1,1,1,1.0,0.0826664566993713,0.0826664566993713,0.0826664566993713,0.0826664566993713,1,0,1.0,0.0826664566993713,0.0826664566993713,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12124,ENSG00000168356,SCN11A,1,1,1,1.0,0.0711528584361076,0.0711528584361076,0.0711528584361076,0.0711528584361076,1,0,1.0,0.0711528584361076,0.0711528584361076,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,7706,ENSG00000139352,ASCL1,1,1,1,1.0,0.0699289441108703,0.0699289441108703,0.0699289441108703,0.0699289441108703,1,0,1.0,0.0699289441108703,0.0699289441108703,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11524,ENSG00000165923,AGBL2,1,1,1,1.0,0.0690955929458141,0.0690955929458141,0.0690955929458141,0.0690955929458141,1,0,1.0,0.0690955929458141,0.0690955929458141,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19612,ENSG00000278588,H2BC10,1,1,1,1.0,0.0551904141902923,0.0551904141902923,0.0551904141902923,0.0551904141902923,1,0,1.0,0.0551904141902923,0.0551904141902923,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15058,ENSG00000184378,ACTRT3,2,2,2,1.0,0.0507646203041076,0.0507646203041076,0.0002868175506591,0.1012424230575561,2,0,1.0,0.0002868175506591,0.1012424230575561,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,8156,ENSG00000142675,CNKSR1,1,1,1,1.0,0.0474160909652709,0.0474160909652709,0.0474160909652709,0.0474160909652709,1,0,1.0,0.0474160909652709,0.0474160909652709,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9737,ENSG00000155622,XAGE2,1,1,1,1.0,0.0465680323541164,0.0465680323541164,0.0465680323541164,0.0465680323541164,1,0,1.0,0.0465680323541164,0.0465680323541164,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12284,ENSG00000169083,AR,1,1,1,1.0,0.0462202727794647,0.0462202727794647,0.0462202727794647,0.0462202727794647,1,0,1.0,0.0462202727794647,0.0462202727794647,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17304,ENSG00000205129,CFAP96,2,2,2,1.0,0.0458727926015853,0.0458727926015853,-0.0029393136501312,0.094684898853302,1,1,0.5,-0.0029393136501312,0.094684898853302,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,18612,ENSG00000253304,TMEM200B,1,1,1,1.0,0.0449228584766387,0.0449228584766387,0.0449228584766387,0.0449228584766387,1,0,1.0,0.0449228584766387,0.0449228584766387,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,18893,ENSG00000259120,SMIM6,1,1,1,1.0,0.0437880754470825,0.0437880754470825,0.0437880754470825,0.0437880754470825,1,0,1.0,0.0437880754470825,0.0437880754470825,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,3520,ENSG00000108576,SLC6A4,1,1,1,1.0,0.0435040444135665,0.0435040444135665,0.0435040444135665,0.0435040444135665,1,0,1.0,0.0435040444135665,0.0435040444135665,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,2072,ENSG00000099256,PRTFDC1,1,1,2,2.0,0.0430759936571121,0.0430759936571121,0.0430759936571121,0.0430759936571121,1,0,1.0,0.0430759936571121,0.0430759936571121,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11078,ENSG00000164124,TMEM144,1,1,1,1.0,0.0429305247962474,0.0429305247962474,0.0429305247962474,0.0429305247962474,1,0,1.0,0.0429305247962474,0.0429305247962474,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,396,ENSG00000019991,HGF,1,1,1,1.0,0.0424277335405349,0.0424277335405349,0.0424277335405349,0.0424277335405349,1,0,1.0,0.0424277335405349,0.0424277335405349,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,8107,ENSG00000142273,CBLC,2,2,2,1.0,0.0416181236505508,0.0416181236505508,-0.0089560449123382,0.0921922922134399,1,1,0.5,-0.0089560449123382,0.0921922922134399,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,9607,ENSG00000154269,ENPP3,1,1,1,1.0,0.0409291684627532,0.0409291684627532,0.0409291684627532,0.0409291684627532,1,0,1.0,0.0409291684627532,0.0409291684627532,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17678,ENSG00000214491,SEC14L6,1,1,1,1.0,0.0409140586853027,0.0409140586853027,0.0409140586853027,0.0409140586853027,1,0,1.0,0.0409140586853027,0.0409140586853027,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,18469,ENSG00000244734,HBB,18,18,178,10.5,0.0397647828879681,0.0390339975442678,-0.0111125508944193,0.1063472885977138,16,2,0.8888888888888888,0.0262656917902748,0.0520956835984706,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,16998,ENSG00000203797,DDO,1,1,1,1.0,0.0394724905490875,0.0394724905490875,0.0394724905490875,0.0394724905490875,1,0,1.0,0.0394724905490875,0.0394724905490875,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12615,ENSG00000170561,IRX2,2,2,2,1.0,0.0387195348739624,0.0387195348739624,0.0375324785709381,0.0399065911769866,2,0,1.0,0.0375324785709381,0.0399065911769866,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19071,ENSG00000265817,FSBP,1,1,1,1.0,0.0384722650051116,0.0384722650051116,0.0384722650051116,0.0384722650051116,1,0,1.0,0.0384722650051116,0.0384722650051116,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9034,ENSG00000149054,ZNF215,1,1,1,1.0,0.0378097593784332,0.0378097593784332,0.0378097593784332,0.0378097593784332,1,0,1.0,0.0378097593784332,0.0378097593784332,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15083,ENSG00000184500,PROS1,1,1,1,1.0,0.0376680493354797,0.0376680493354797,0.0376680493354797,0.0376680493354797,1,0,1.0,0.0376680493354797,0.0376680493354797,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,4230,ENSG00000114251,WNT5A,2,2,2,1.0,0.0365491285920143,0.0365491285920143,-0.037965789437294,0.1110640466213226,1,1,0.5,-0.037965789437294,0.1110640466213226,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,7642,ENSG00000138823,MTTP,1,1,1,1.0,0.0355694442987442,0.0355694442987442,0.0355694442987442,0.0355694442987442,1,0,1.0,0.0355694442987442,0.0355694442987442,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,2108,ENSG00000099822,HCN2,1,1,1,1.0,0.0349324345588684,0.0349324345588684,0.0349324345588684,0.0349324345588684,1,0,1.0,0.0349324345588684,0.0349324345588684,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19364,ENSG00000273706,LHX1,1,1,1,1.0,0.0342759788036346,0.0342759788036346,0.0342759788036346,0.0342759788036346,1,0,1.0,0.0342759788036346,0.0342759788036346,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10962,ENSG00000163815,CLEC3B,1,1,1,1.0,0.0338297262787818,0.0338297262787818,0.0338297262787818,0.0338297262787818,1,0,1.0,0.0338297262787818,0.0338297262787818,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6251,ENSG00000130762,ARHGEF16,1,1,1,1.0,0.0338168647140264,0.0338168647140264,0.0338168647140264,0.0338168647140264,1,0,1.0,0.0338168647140264,0.0338168647140264,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,2740,ENSG00000103067,ESRP2,1,1,1,1.0,0.033479519188404,0.033479519188404,0.033479519188404,0.033479519188404,1,0,1.0,0.033479519188404,0.033479519188404,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,5337,ENSG00000123496,IL13RA2,1,1,1,1.0,0.0333275943994522,0.0333275943994522,0.0333275943994522,0.0333275943994522,1,0,1.0,0.0333275943994522,0.0333275943994522,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15821,ENSG00000188051,TMEM221,1,1,1,1.0,0.0327629521489143,0.0327629521489143,0.0327629521489143,0.0327629521489143,1,0,1.0,0.0327629521489143,0.0327629521489143,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,60,ENSG00000004776,HSPB6,1,1,1,1.0,0.0324751138687133,0.0324751138687133,0.0324751138687133,0.0324751138687133,1,0,1.0,0.0324751138687133,0.0324751138687133,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6310,ENSG00000131080,EDA2R,1,1,1,1.0,0.0313570499420166,0.0313570499420166,0.0313570499420166,0.0313570499420166,1,0,1.0,0.0313570499420166,0.0313570499420166,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11225,ENSG00000164683,HEY1,1,1,1,1.0,0.0312801599502563,0.0312801599502563,0.0312801599502563,0.0312801599502563,1,0,1.0,0.0312801599502563,0.0312801599502563,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6277,ENSG00000130881,LRP3,1,1,1,1.0,0.0305915474891662,0.0305915474891662,0.0305915474891662,0.0305915474891662,1,0,1.0,0.0305915474891662,0.0305915474891662,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19160,ENSG00000268223,ARL14EPL,1,1,1,1.0,0.0301524251699447,0.0301524251699447,0.0301524251699447,0.0301524251699447,1,0,1.0,0.0301524251699447,0.0301524251699447,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11392,ENSG00000165376,CLDN2,2,2,2,1.0,0.0299833714962005,0.0299833714962005,0.0279837846755981,0.0319829583168029,2,0,1.0,0.0279837846755981,0.0319829583168029,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6514,ENSG00000132535,DLG4,1,1,1,1.0,0.0299085229635238,0.0299085229635238,0.0299085229635238,0.0299085229635238,1,0,1.0,0.0299085229635238,0.0299085229635238,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15995,ENSG00000188886,ASTL,1,1,1,1.0,0.0296321213245391,0.0296321213245391,0.0296321213245391,0.0296321213245391,1,0,1.0,0.0296321213245391,0.0296321213245391,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,186,ENSG00000007384,RHBDF1,1,1,1,1.0,0.0294031798839569,0.0294031798839569,0.0294031798839569,0.0294031798839569,1,0,1.0,0.0294031798839569,0.0294031798839569,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17212,ENSG00000204644,ZFP57,4,4,4,1.0,0.0290528051555156,0.0199571372941136,-0.0247667171061038,0.0464896559715271,3,1,0.75,-0.0105062378570437,0.0413248445838689,False,True
luad_to_lusc,LUAD → LUSC,luad,lusc,13124,ENSG00000172828,CES3,1,1,1,1.0,0.0290428102016448,0.0290428102016448,0.0290428102016448,0.0290428102016448,1,0,1.0,0.0290428102016448,0.0290428102016448,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19139,ENSG00000267795,SMIM22,7,7,18,2.0,0.028866171836853,0.0266732386180332,-0.0007967501878738,0.0567215320964654,6,1,0.8571428571428571,0.0123343729901881,0.0411532817940626,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6962,ENSG00000135374,ELF5,1,1,1,1.0,0.0284054428339004,0.0284054428339004,0.0284054428339004,0.0284054428339004,1,0,1.0,0.0284054428339004,0.0284054428339004,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,16800,ENSG00000198643,FAM3D,1,1,1,1.0,0.0282842814922332,0.0282842814922332,0.0282842814922332,0.0282842814922332,1,0,1.0,0.0282842814922332,0.0282842814922332,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,13701,ENSG00000176222,ZNF404,2,2,2,1.0,0.0281357914209365,0.0281357914209365,0.0014138221740722,0.0548577606678009,2,0,1.0,0.0014138221740722,0.0548577606678009,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10589,ENSG00000162543,UBXN10,2,2,2,1.0,0.0278777293860912,0.0278777293860912,0.0278265178203582,0.0279289409518241,2,0,1.0,0.0278265178203582,0.0279289409518241,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,7554,ENSG00000138411,HECW2,2,2,2,1.0,0.0275865644216537,0.0275865644216537,-0.0001061856746673,0.0552793145179748,1,1,0.5,-0.0001061856746673,0.0552793145179748,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,2580,ENSG00000101955,SRPX,2,2,2,1.0,0.0274576675146818,0.0274576675146818,0.0260165333747863,0.0288988016545772,2,0,1.0,0.0260165333747863,0.0288988016545772,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10492,ENSG00000161958,FGF11,1,1,2,2.0,0.0271127000451087,0.0271127000451087,0.0271127000451087,0.0271127000451087,1,0,1.0,0.0271127000451087,0.0271127000451087,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,7123,ENSG00000136155,SCEL,1,1,1,1.0,0.0266440510749816,0.0266440510749816,0.0266440510749816,0.0266440510749816,1,0,1.0,0.0266440510749816,0.0266440510749816,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11929,ENSG00000167617,CDC42EP5,2,2,2,1.0,0.0250536575913429,0.0250536575913429,-0.0092526823282241,0.05935999751091,1,1,0.5,-0.0092526823282241,0.05935999751091,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,16211,ENSG00000196411,EPHB4,2,2,2,1.0,0.0249244421720504,0.0249244421720504,0.0010397434234619,0.048809140920639,2,0,1.0,0.0010397434234619,0.048809140920639,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,806,ENSG00000059915,PSD,2,2,2,1.0,0.0246798917651176,0.0246798917651176,5.1587820053100586e-05,0.0493081957101821,2,0,1.0,5.1587820053100586e-05,0.0493081957101821,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12898,ENSG00000171815,PCDHB1,1,1,2,2.0,0.0244363667443394,0.0244363667443394,0.0244363667443394,0.0244363667443394,1,0,1.0,0.0244363667443394,0.0244363667443394,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12040,ENSG00000168000,BSCL2,2,2,2,1.0,0.024220154620707,0.024220154620707,0.0064193159341812,0.0420209933072328,2,0,1.0,0.0064193159341812,0.0420209933072328,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,7248,ENSG00000136866,ZFP37,1,1,1,1.0,0.0240775346755981,0.0240775346755981,0.0240775346755981,0.0240775346755981,1,0,1.0,0.0240775346755981,0.0240775346755981,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11884,ENSG00000167434,CA4,1,1,1,1.0,0.0239837616682052,0.0239837616682052,0.0239837616682052,0.0239837616682052,1,0,1.0,0.0239837616682052,0.0239837616682052,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,2585,ENSG00000101977,MCF2,1,1,1,1.0,0.0239653289318084,0.0239653289318084,0.0239653289318084,0.0239653289318084,1,0,1.0,0.0239653289318084,0.0239653289318084,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,18079,ENSG00000232040,SCAND3,1,1,1,1.0,0.0234219506382942,0.0234219506382942,0.0234219506382942,0.0234219506382942,1,0,1.0,0.0234219506382942,0.0234219506382942,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10537,ENSG00000162337,LRP5,2,2,2,1.0,0.0233712494373321,0.0233712494373321,0.0038704276084899,0.0428720712661743,2,0,1.0,0.0038704276084899,0.0428720712661743,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11410,ENSG00000165474,GJB2,1,1,1,1.0,0.0233023762702941,0.0233023762702941,0.0233023762702941,0.0233023762702941,1,0,1.0,0.0233023762702941,0.0233023762702941,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9259,ENSG00000151364,KCTD14,2,2,2,1.0,0.0231928899884223,0.0231928899884223,-0.0072700977325439,0.0536558777093887,1,1,0.5,-0.0072700977325439,0.0536558777093887,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,12586,ENSG00000170456,DENND5B,2,2,2,1.0,0.0231539756059646,0.0231539756059646,0.0005327761173248,0.0457751750946044,2,0,1.0,0.0005327761173248,0.0457751750946044,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,16094,ENSG00000189367,KIAA0408,1,1,1,1.0,0.0227135717868804,0.0227135717868804,0.0227135717868804,0.0227135717868804,1,0,1.0,0.0227135717868804,0.0227135717868804,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,5236,ENSG00000122642,FKBP9,2,2,2,1.0,0.0219201184809207,0.0219201184809207,0.0085049718618392,0.0353352651000022,2,0,1.0,0.0085049718618392,0.0353352651000022,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,1212,ENSG00000073008,PVR,2,2,2,1.0,0.021517127752304,0.021517127752304,-0.0029014945030212,0.0459357500076293,1,1,0.5,-0.0029014945030212,0.0459357500076293,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,14313,ENSG00000180113,TDRD6,1,1,1,1.0,0.0212194472551345,0.0212194472551345,0.0212194472551345,0.0212194472551345,1,0,1.0,0.0212194472551345,0.0212194472551345,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,14579,ENSG00000182013,PNMA8A,1,1,1,1.0,0.020388901233673,0.020388901233673,0.020388901233673,0.020388901233673,1,0,1.0,0.020388901233673,0.020388901233673,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,370,ENSG00000016391,CHDH,2,2,3,1.5,0.0203271377831697,0.0203271377831697,0.0035600364208221,0.0370942391455173,2,0,1.0,0.0035600364208221,0.0370942391455173,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,7330,ENSG00000137225,CAPN11,1,1,1,1.0,0.020227238535881,0.020227238535881,0.020227238535881,0.020227238535881,1,0,1.0,0.020227238535881,0.020227238535881,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10734,ENSG00000163072,NOSTRIN,1,1,1,1.0,0.0201165229082107,0.0201165229082107,0.0201165229082107,0.0201165229082107,1,0,1.0,0.0201165229082107,0.0201165229082107,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,5073,ENSG00000120949,TNFRSF8,1,1,1,1.0,0.0198925733566284,0.0198925733566284,0.0198925733566284,0.0198925733566284,1,0,1.0,0.0198925733566284,0.0198925733566284,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,13271,ENSG00000173599,PC,1,1,1,1.0,0.0197935551404953,0.0197935551404953,0.0197935551404953,0.0197935551404953,1,0,1.0,0.0197935551404953,0.0197935551404953,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,18791,ENSG00000256870,SLC5A8,1,1,1,1.0,0.0195879936218261,0.0195879936218261,0.0195879936218261,0.0195879936218261,1,0,1.0,0.0195879936218261,0.0195879936218261,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15547,ENSG00000186648,CARMIL3,2,2,2,1.0,0.0195652227848768,0.0195652227848768,-0.0010043680667877,0.0401348136365413,1,1,0.5,-0.0010043680667877,0.0401348136365413,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,8484,ENSG00000144668,ITGA9,3,3,3,1.0,0.0191975012421607,0.0149948478986819,0.0016708672046661,0.0241161752492189,3,0,1.0,0.0016708672046661,0.0241161752492189,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,18643,ENSG00000254206,NPIPB11,2,2,2,1.0,0.0189799517393112,0.0189799517393112,0.0008959770202636,0.0370639264583587,2,0,1.0,0.0008959770202636,0.0370639264583587,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17534,ENSG00000213214,ARHGEF35,2,2,2,1.0,0.0189747419208288,0.0189747419208288,-0.0017284154891967,0.0396778993308544,1,1,0.5,-0.0017284154891967,0.0396778993308544,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,9206,ENSG00000150873,C2orf50,2,2,2,1.0,0.0189308635890483,0.0189308635890483,-0.013575367629528,0.0514370948076248,1,1,0.5,-0.013575367629528,0.0514370948076248,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,8745,ENSG00000146670,CDCA5,2,2,2,1.0,0.018700617365539,0.018700617365539,0.0118108689785003,0.0255903657525777,2,0,1.0,0.0118108689785003,0.0255903657525777,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,19275,ENSG00000271447,MMP28,1,1,1,1.0,0.018668308854103,0.018668308854103,0.018668308854103,0.018668308854103,1,0,1.0,0.018668308854103,0.018668308854103,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11458,ENSG00000165655,ZNF503,2,2,3,1.5,0.0186545327305793,0.0186545327305793,0.0006695091724395,0.0366395562887191,2,0,1.0,0.0006695091724395,0.0366395562887191,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,16356,ENSG00000196932,TMEM26,2,2,2,1.0,0.0186111629009246,0.0186111629009246,0.0149277746677398,0.0222945511341094,2,0,1.0,0.0149277746677398,0.0222945511341094,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,8845,ENSG00000147434,CHRNA6,1,1,1,1.0,0.0185508728027343,0.0185508728027343,0.0185508728027343,0.0185508728027343,1,0,1.0,0.0185508728027343,0.0185508728027343,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,16277,ENSG00000196611,MMP1,4,4,4,1.0,0.0185277611017227,0.0197879681363701,-0.004934936761856,0.0470312871038913,2,2,0.5,-0.0047816783189773,0.0443576145917177,False,False
luad_to_lusc,LUAD → LUSC,luad,lusc,6991,ENSG00000135480,KRT7,13,13,32,2.0,0.0183902382850646,0.0268061907532123,-0.0031823515892028,0.1285540461540222,12,1,0.9230769230769232,0.010854986996557,0.049230112753904,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,198,ENSG00000007952,NOX1,1,1,1,1.0,0.0182387828826904,0.0182387828826904,0.0182387828826904,0.0182387828826904,1,0,1.0,0.0182387828826904,0.0182387828826904,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,9322,ENSG00000151789,ZNF385D,1,1,1,1.0,0.0180960744619369,0.0180960744619369,0.0180960744619369,0.0180960744619369,1,0,1.0,0.0180960744619369,0.0180960744619369,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12234,ENSG00000168878,SFTPB,16,16,126,8.5,0.0176942389966412,0.0180735445319736,0.0044935798893372,0.0410466708242893,16,0,1.0,0.0133849335998247,0.023072935029114,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,2008,ENSG00000095203,EPB41L4B,1,1,1,1.0,0.0174708217382431,0.0174708217382431,0.0174708217382431,0.0174708217382431,1,0,1.0,0.0174708217382431,0.0174708217382431,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12143,ENSG00000168447,SCNN1B,4,4,4,1.0,0.0173005871474742,0.0199029687792062,-0.0006266236305236,0.0456373244524002,3,1,0.75,0.0046508107334375,0.037757508456707,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,13482,ENSG00000174939,ASPHD1,2,2,3,1.5,0.0172542706131935,0.0172542706131935,0.0020564645528793,0.0324520766735076,2,0,1.0,0.0020564645528793,0.0324520766735076,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,385,ENSG00000018625,ATP1A2,1,1,1,1.0,0.0170651953667402,0.0170651953667402,0.0170651953667402,0.0170651953667402,1,0,1.0,0.0170651953667402,0.0170651953667402,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,4981,ENSG00000120256,LRP11,1,1,1,1.0,0.0170630738139152,0.0170630738139152,0.0170630738139152,0.0170630738139152,1,0,1.0,0.0170630738139152,0.0170630738139152,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17504,ENSG00000212916,MAP10,1,1,1,1.0,0.0170376598834991,0.0170376598834991,0.0170376598834991,0.0170376598834991,1,0,1.0,0.0170376598834991,0.0170376598834991,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12574,ENSG00000170417,TMEM182,2,2,3,1.5,0.0169844180345535,0.0169844180345535,0.0070162415504455,0.0269525945186615,2,0,1.0,0.0070162415504455,0.0269525945186615,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10490,ENSG00000161955,TNFSF13,1,1,1,1.0,0.0168508701026439,0.0168508701026439,0.0168508701026439,0.0168508701026439,1,0,1.0,0.0168508701026439,0.0168508701026439,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,1482,ENSG00000080200,CRYBG3,2,2,3,1.5,0.0164326652884483,0.0164326652884483,0.0056269019842147,0.0272384285926818,2,0,1.0,0.0056269019842147,0.0272384285926818,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,8493,ENSG00000144730,IL17RD,1,1,1,1.0,0.0163777023553848,0.0163777023553848,0.0163777023553848,0.0163777023553848,1,0,1.0,0.0163777023553848,0.0163777023553848,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,12878,ENSG00000171747,LGALS4,1,1,1,1.0,0.016243577003479,0.016243577003479,0.016243577003479,0.016243577003479,1,0,1.0,0.016243577003479,0.016243577003479,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,593,ENSG00000043039,BARX2,1,1,1,1.0,0.0159690380096435,0.0159690380096435,0.0159690380096435,0.0159690380096435,1,0,1.0,0.0159690380096435,0.0159690380096435,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11427,ENSG00000165521,EML5,1,1,1,1.0,0.0158813297748565,0.0158813297748565,0.0158813297748565,0.0158813297748565,1,0,1.0,0.0158813297748565,0.0158813297748565,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,15592,ENSG00000186889,TMEM17,1,1,1,1.0,0.015878289937973,0.015878289937973,0.015878289937973,0.015878289937973,1,0,1.0,0.015878289937973,0.015878289937973,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11835,ENSG00000167183,PRR15L,2,2,2,1.0,0.0154989063739776,0.0154989063739776,0.0030335783958435,0.0279642343521118,2,0,1.0,0.0030335783958435,0.0279642343521118,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,17908,ENSG00000224383,PRR29,1,1,1,1.0,0.0154595598578453,0.0154595598578453,0.0154595598578453,0.0154595598578453,1,0,1.0,0.0154595598578453,0.0154595598578453,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,10835,ENSG00000163467,TSACC,2,2,2,1.0,0.0154174342751502,0.0154174342751502,0.0004798173904418,0.0303550511598587,2,0,1.0,0.0004798173904418,0.0303550511598587,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,6114,ENSG00000129991,TNNI3,1,1,1,1.0,0.0152582339942455,0.0152582339942455,0.0152582339942455,0.0152582339942455,1,0,1.0,0.0152582339942455,0.0152582339942455,True,True
luad_to_lusc,LUAD → LUSC,luad,lusc,11748,ENSG00000166845,C18orf54,1,1,1,1.0,0.015127807855606,0.015127807855606,0.015127807855606,0.015127807855606,1,0,1.0,0.015127807855606,0.015127807855606,True,True
