comparison,comparison_label,source,term_id,term_name,adjusted_p_value,minus_log10_p,term_size,query_size,intersection_size,precision,recall,effective_domain_size,intersection_genes
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0002181,cytoplasmic translation,4.121580093504229e-20,19.384936256216022,192,315,37,0.11746031746031746,0.19270833333333334,13553,EID1;EIF3H;EIF3K;EIF3M;EIF4A2;FAM120A;RGS2;RHOA;RHOF;RIPOR2;RORA;RPL12;RPL13A;RPL15;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL31;RPL32;RPL34;RPL35;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL5;RPL6;RPL7A;RPL8;RPL9;RPS15A;RPS16;RPS2
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006412,translation,3.626476026932437e-12,11.440515189126092,624,315,51,0.1619047619047619,0.08173076923076923,13553,CFL1;CMPK1;EDF1;EEF1A1;EEF1B2;EID1;EIF3H;EIF3K;EIF3M;EIF4A2;FAM120A;FXYD5;MDFIC;MGAT4A;MGP;MYL6;NDUFC2;RAB4B;RGS2;RHOA;RHOF;RIPOR2;RORA;RPL12;RPL13A;RPL15;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL31;RPL32;RPL34;RPL35;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL5;RPL6;RPL7A;RPL8;RPL9;RPS15A;RPS16;RPS2;S1PR4
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0160307,protein biosynthetic process,3.626476026932437e-12,11.440515189126092,624,315,51,0.1619047619047619,0.08173076923076923,13553,CFL1;CMPK1;EDF1;EEF1A1;EEF1B2;EID1;EIF3H;EIF3K;EIF3M;EIF4A2;FAM120A;FXYD5;MDFIC;MGAT4A;MGP;MYL6;NDUFC2;RAB4B;RGS2;RHOA;RHOF;RIPOR2;RORA;RPL12;RPL13A;RPL15;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL31;RPL32;RPL34;RPL35;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL5;RPL6;RPL7A;RPL8;RPL9;RPS15A;RPS16;RPS2;S1PR4
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0019646,aerobic electron transport chain,7.503715050069954e-11,10.124723666437617,75,315,18,0.05714285714285714,0.24,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006119,oxidative phosphorylation,9.230335949851538e-11,10.034782491984753,125,315,22,0.06984126984126984,0.176,13553,ATP5F1D;ATP5MG;ATP5PD;COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;RAC1;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,1.8054357877095282e-10,9.743417953118811,81,315,18,0.05714285714285714,0.2222222222222222,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0042773,ATP synthesis coupled electron transport,1.8054357877095282e-10,9.743417953118811,81,315,18,0.05714285714285714,0.2222222222222222,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",1.7194735322049693e-09,8.764604504870057,14,315,9,0.02857142857142857,0.6428571428571429,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;NAPSA
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0022904,respiratory electron transport chain,3.0683787462829098e-09,8.5130910341401,96,315,18,0.05714285714285714,0.1875,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0022900,electron transport chain,1.1330922342272285e-08,7.94573473692781,104,315,18,0.05714285714285714,0.17307692307692307,13553,COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:1902600,proton transmembrane transport,3.018570956009398e-08,7.5201986109514225,140,315,20,0.06349206349206349,0.14285714285714285,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5PD;ATP6V0E1;COMMD6;COX4I1;COX5B;COX7A2;COX7C;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;SOCS1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0015986,proton motive force-driven ATP synthesis,1.0951919159408648e-06,5.960509770567302,66,315,13,0.04126984126984127,0.19696969696969696,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0002376,immune system process,1.647066020677492e-06,5.783288992304885,2109,315,89,0.28253968253968254,0.04220009483167378,13553,ACIN1;ACTB;APOBEC3H;APOE;BATF;BAX;BCL11B;CCL20;CCR6;CD2;CD226;CD247;CD40LG;CD48;CD5;CD6;CD96;CD99;CDC42EP3;COX8A;CUTA;DDIT4;DNAJB1;DPP4;EPB41;EVI2A;FAM120A;FLNA;FN1;FNIP1;GIMAP2;GNG2;GPBP1;HBB;HIGD2A;HLA-A;HLA-B;HLA-DRA;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPD1;HSPE1;ID2;IFITM1;IFNAR2;IL7R;ISG20;ITGA5;ITGB1;JAML;KLF9;KRTCAP2;LAMTOR4;LAT;LCP1;LGALS1;LITAF;P2RY8;PFDN5;PIM1;PLP2;POLR1D;PSMA4;PTGES3;RAC1;RASAL3;RASSF3;RHOA;RPL35;S100A11;SCGB1A1;SERP1;SF3B6;SFTPB;SFTPC;SKAP1;SOCS1;SORL1;STING1;STMP1;TIAL1;TMEM33;TNFRSF25;TSPO;TUT7;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0042110,T cell activation,3.85940375135602e-06,5.413479785353531,516,315,35,0.1111111111111111,0.06782945736434108,13553,ACTB;BATF;BAX;BCL11B;CCR6;CD2;CD247;CD40LG;CD5;CD6;CDC42EP3;DNAJB1;HBB;HLA-A;HLA-B;HSPA1B;IFNAR2;ITGA5;ITGB1;KRTCAP2;LAMTOR4;LAT;PLP2;POLR1D;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STMP1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0002682,regulation of immune system process,4.275959077894974e-06,5.368966459761071,1340,315,64,0.20317460317460317,0.04776119402985075,13553,ACIN1;ACTB;APOE;BATF;BAX;CCL20;CCR6;CD2;CD226;CD247;CD40LG;CD5;CD6;CD96;CDC42EP3;COX8A;DDIT4;DNAJB1;DPP4;EPB41;EVI2A;FLNA;GIMAP2;GNG2;HBB;HIGD2A;HLA-A;HLA-B;HLA-DRA;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPD1;IFNAR2;ITGA5;JAML;KRTCAP2;LAT;LCP1;LITAF;P2RY8;PFDN5;PLP2;PSMA4;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SF3B6;SFTPB;SKAP1;SOCS1;SORL1;STING1;STMP1;TMEM33;TNFRSF25;TSPO;TUT7;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009060,aerobic respiration,4.5595594673721126e-06,5.341077115697748,248,315,23,0.07301587301587302,0.09274193548387097,13553,ATP5F1D;ATP5MG;ATP5PD;COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;CYTIP;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;RAC1;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,7.241179700994581e-06,5.140190674701184,93,315,14,0.044444444444444446,0.15053763440860216,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009145,purine nucleoside triphosphate biosynthetic process,7.869431426409577e-06,5.104056644679444,94,315,14,0.044444444444444446,0.14893617021276595,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009201,ribonucleoside triphosphate biosynthetic process,1.4642671166338372e-05,4.8343796905602545,99,315,14,0.044444444444444446,0.1414141414141414,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006754,ATP biosynthetic process,1.5210725897287773e-05,4.817850059736349,85,315,13,0.04126984126984127,0.15294117647058825,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0046649,lymphocyte activation,1.5210725897287773e-05,4.817850059736349,713,315,41,0.13015873015873017,0.05750350631136045,13553,ACTB;BATF;BAX;BCL11B;CCR6;CD2;CD247;CD40LG;CD48;CD5;CD6;CDC42EP3;DNAJB1;FN1;HBB;HLA-A;HLA-B;HSPA1B;HSPD1;IFNAR2;ISG20;ITGA5;ITGB1;KRTCAP2;LAMTOR4;LAT;PLP2;POLR1D;PSMA4;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STING1;STMP1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0001775,cell activation,1.724827608073598e-05,4.763254304998654,946,315,49,0.15555555555555556,0.05179704016913319,13553,ACTB;APOE;BATF;BAX;BCL11B;CCR6;CD2;CD226;CD247;CD40LG;CD48;CD5;CD6;CDC42EP3;DNAJB1;FKBP5;FLNA;FN1;GZMH;HBB;HLA-A;HLA-B;HSPA1B;HSPD1;IFNAR2;ISG20;ITGA5;ITGB1;KRTCAP2;LAMTOR4;LAT;MT1E;PIM1;PLP2;POLR1D;PSMA4;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STING1;STMP1;TSPO;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,2.1364165114708687e-05,4.670314074209277,1351,315,62,0.19682539682539682,0.0458919319022946,13553,APOBEC3H;APOE;BATF;BAX;CAPN2;CCL20;CD2;CD226;CD6;CD96;CD99;CDC42EP3;CERK;CHCHD1;CUTA;CYTIP;DNAJB1;EDF1;EVI2B;FAM120A;FKBP11;FLNA;GUK1;HBB;HIGD2A;HLA-B;HLA-DRA;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPE1;ID2;IFNAR2;IL7R;IPCEF1;ISG20;JAML;KLF9;LAT;LCP1;LGALS1;LITAF;P2RY8;PFDN5;PIM1;PLP2;PRDM1;RAC1;RHOA;RPL35;RPL5;S100A11;SFTPB;SOCS1;SORL1;TIAL1;TMEM33;TOMM7;TSPO;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009260,ribonucleotide biosynthetic process,2.303728564586901e-05,4.637568692716955,138,315,16,0.050793650793650794,0.11594202898550725,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CHMP2A;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009152,purine ribonucleotide biosynthetic process,2.811299663418433e-05,4.551092859396928,123,315,15,0.047619047619047616,0.12195121951219512,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009142,nucleoside triphosphate biosynthetic process,2.8974699180285453e-05,4.537981064252037,107,315,14,0.044444444444444446,0.1308411214953271,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0045333,cellular respiration,3.082504243422796e-05,4.511096316875349,283,315,23,0.07301587301587302,0.0812720848056537,13553,ATP5F1D;ATP5MG;ATP5PD;COMMD6;COX4I1;COX5B;COX6B1;COX6C;COX7A2;COX7B;COX7C;CYTIP;N4BP2L2;NACA;NAPSA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;RAC1;TRAT1;TRIR
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006955,immune response,3.174768107361312e-05,4.49828799111888,1439,315,64,0.20317460317460317,0.04447533009034051,13553,APOBEC3H;APOE;BATF;BAX;CCL20;CCR6;CD2;CD226;CD247;CD40LG;CD48;CD6;CD96;CD99;CDC42EP3;COX8A;CUTA;EPB41;FAM120A;FNIP1;GPBP1;HBB;HIGD2A;HLA-A;HLA-B;HLA-DRA;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPE1;ID2;IFITM1;IFNAR2;IL7R;ITGA5;JAML;KLF9;KRTCAP2;LAMTOR4;LAT;LCP1;LGALS1;LITAF;P2RY8;PFDN5;PLP2;PSMA4;RASSF3;RHOA;RPL35;SERP1;SF3B6;SFTPB;SOCS1;SORL1;STMP1;TIAL1;TMEM33;TNFRSF25;TSPO;TUT7;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0046390,ribose phosphate biosynthetic process,3.174768107361312e-05,4.49828799111888,143,315,16,0.050793650793650794,0.11188811188811189,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CHMP2A;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0045321,leukocyte activation,4.6265871860720276e-05,4.334739249324205,840,315,44,0.13968253968253969,0.05238095238095238,13553,ACTB;BATF;BAX;BCL11B;CCR6;CD2;CD226;CD247;CD40LG;CD48;CD5;CD6;CDC42EP3;DNAJB1;FLNA;FN1;HBB;HLA-A;HLA-B;HSPA1B;HSPD1;IFNAR2;ISG20;ITGA5;ITGB1;KRTCAP2;LAMTOR4;LAT;PLP2;POLR1D;PSMA4;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STING1;STMP1;TSPO;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006164,purine nucleotide biosynthetic process,4.719427138731613e-05,4.32611071441394,148,315,16,0.050793650793650794,0.10810810810810811,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;GTF2A1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009259,ribonucleotide metabolic process,6.525473328031584e-05,4.185387981108955,298,315,23,0.07301587301587302,0.07718120805369127,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CHMP2A;CYTIP;GTF2A1;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5;P2RY8;RASSF3;TOMM7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0006952,defense response,7.072590128932004e-05,4.150421509442068,1412,315,62,0.19682539682539682,0.043909348441926344,13553,ALOX5AP;APOBEC3H;APOE;BATF;CCL20;CCR6;CD2;CD226;CD40LG;CD48;CD6;CD96;CD99;CDC42EP3;CUTA;CYTIP;DDIT4;DNAJB1;EPB41;FAM120A;FLNA;HBB;HIGD2A;HLA-B;HLA-DRA;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPE1;ID2;IFITM1;IFNAR2;IL7R;ISG20;ITGA5;JAML;KLF9;KRTCAP2;LAT;LGALS1;LITAF;PFDN5;PLP2;PPIA;PRDM1;PSMA4;RASSF3;RHOA;RPL35;S100A11;SFTPB;SOCS1;SORL1;SUB1;SWI5;TIAL1;TMEM33;TNFRSF25;TSPO;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009150,purine ribonucleotide metabolic process,7.173389116737451e-05,4.144275610448769,278,315,22,0.06984126984126984,0.07913669064748201,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CYTIP;GTF2A1;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5;P2RY8;RASSF3;TOMM7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0050863,regulation of T cell activation,7.235403446018295e-05,4.140537247614132,348,315,25,0.07936507936507936,0.07183908045977011,13553,ACTB;BATF;CD2;CD40LG;CD5;CD6;CDC42EP3;DNAJB1;HBB;HLA-A;HLA-B;HSPA1B;IFNAR2;KRTCAP2;LAT;PLP2;PTGES3;RAC1;RASAL3;S100A11;SERP1;SFTPB;SKAP1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,7.825203516994779e-05,4.1065043585536,57,315,10,0.031746031746031744,0.17543859649122806,13553,ATP5F1D;ATP5MG;ATP5PD;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0019693,ribose phosphate metabolic process,8.008149864389245e-05,4.096467808072659,304,315,23,0.07301587301587302,0.0756578947368421,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CHMP2A;CYTIP;GTF2A1;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5;P2RY8;RASSF3;TOMM7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009165,nucleotide biosynthetic process,0.00013328152224275098,3.875230055719314,182,315,17,0.05396825396825397,0.09340659340659341,13553,APRT;ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CHMP2A;GTF2A1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0050865,regulation of cell activation,0.0001425770505505883,3.8459503736520175,543,315,32,0.10158730158730159,0.058931860036832415,13553,ACTB;APOE;BATF;CD2;CD226;CD40LG;CD5;CD6;CDC42EP3;DNAJB1;FKBP5;FLNA;HBB;HLA-A;HLA-B;HSPA1B;HSPD1;IFNAR2;KRTCAP2;LAT;PLP2;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STING1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0022613,ribonucleoprotein complex biogenesis,0.00016508097768643096,3.7823029676928246,442,315,28,0.08888888888888889,0.06334841628959276,13553,CEBPD;DDT;EID1;EIF3H;EIF3K;EIF4A2;GIMAP2;GPR65;HNRNPH1;IL7R;LITAF;MRPS28;NIBAN1;PREX1;RHOA;RPL15;RPL19;RPL27;RPL34;RPL36AL;RPL37A;RPL5;RPL6;RPL9;RPS16;RPS2;SAMD3;SH3BGRL3
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009605,response to external stimulus,0.00018881533562044019,3.7239627351181617,1764,315,71,0.2253968253968254,0.040249433106575964,13553,ANXA2;APOBEC3H;APOE;BATF;BAX;CAPN2;CCL20;CCR6;CD2;CD226;CD6;CD96;CD99;CDC42EP3;CERK;CUTA;CYTIP;DDIT4;DNAJB1;DPP4;EPB41;FAM120A;FKBP11;HBB;HIGD2A;HLA-B;HLA-DRA;HMGB2;HNRNPH1;HOPX;HSP90AA1;HSPA1B;HSPD1;HSPE1;ID2;IFNAR2;IL7R;ITGB1;JAML;KLF9;LAT;LCP1;LGALS1;LITAF;LUC7L2;P2RY8;PFDN5;PFN1;PIM1;PLP2;POLR1D;PPIA;PRDM1;PSMA4;RAC1;RASAL3;RASSF3;RHOA;RPL35;RPL5;RPS27A;S100A11;SFTPB;SOCS1;SORL1;TIAL1;TMEM33;TOMM7;TSPO;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,0.0002500328356508695,3.602002953705686,213,315,18,0.05714285714285714,0.08450704225352113,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CYTIP;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5;TOMM7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0002694,regulation of leukocyte activation,0.0002502736936997671,3.6015847967418937,506,315,30,0.09523809523809523,0.05928853754940711,13553,ACTB;BATF;CD2;CD226;CD40LG;CD5;CD6;CDC42EP3;DNAJB1;FLNA;HBB;HLA-A;HLA-B;HSPA1B;HSPD1;IFNAR2;KRTCAP2;LAT;PLP2;PTGES3;RAC1;RASAL3;RASSF3;S100A11;SERP1;SFTPB;SKAP1;STING1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0046034,ATP metabolic process,0.0002593171827582467,3.58616870525205,193,315,17,0.05396825396825397,0.08808290155440414,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CYTIP;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;TOMM7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:1903131,mononuclear cell differentiation,0.0002806434712199106,3.551845056583974,457,315,28,0.08888888888888889,0.061269146608315096,13553,ACIN1;ACTB;BATF;BAX;BCL11B;CCR6;CD2;CD40LG;CD99;CDC42EP3;FN1;HIGD2A;HLA-A;HSPD1;IFNAR2;ISG20;ITGA5;LAT;PLP2;POLR1D;PSMA4;RAC1;RASSF3;SFTPB;SKAP1;STMP1;TUT7;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0010467,gene expression,0.00030052719669411155,3.522116219702114,4979,315,155,0.49206349206349204,0.031130749146414942,13553,ACIN1;ACTB;ADAM19;AHNAK;ANXA2;APOBEC3H;APOE;BATF;BCL11B;CAPN2;CCNH;CCR6;CD2;CD226;CD40LG;CD6;CD96;CDC42EP3;CEBPB;CEBPD;CFL1;CMPK1;COX8A;DDIT4;DDT;DDX39B;DDX5;DLX5;DNAJB1;DPP4;DUSP1;DYNLRB1;EDF1;EEF1A1;EEF1B2;EEF1E1;EID1;EIF3H;EIF3K;EIF3M;EIF4A2;EPB41;FAM120A;FGFBP2;FKBP11;FKBP5;FLNA;FN1;FXN;FXYD5;GMFG;GPR171;GPR65;GUK1;GYPC;HBB;HIGD2A;HLA-B;HLA-DRA;HLA-E;HMGB2;HNRNPH1;HOPX;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPD1;IFITM1;IFNAR2;IL7R;ITGA5;ITK;KRTCAP2;LCP1;LITAF;LY6E;MAP3K2;MDFIC;MGAT4A;MGP;MRPS28;MYL12A;MYL6;NDUFC2;NDUFS5;NIBAN1;NME2;NSA2;P2RY8;PARP8;PCSK1N;PFDN5;PGLS;PIM1;PLP2;PREX1;RAB4B;RAC1;RASSF3;RGS2;RHOA;RHOF;RIPOR2;RORA;RPL12;RPL13A;RPL15;RPL19;RPL21;RPL23;RPL23A;RPL24;RPL27;RPL27A;RPL31;RPL32;RPL34;RPL35;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL5;RPL6;RPL7A;RPL8;RPL9;RPS15A;RPS16;RPS2;RPS20;S100A11;S1PR4;SAMD3;SF3B6;SFTPB;SH3BGRL3;SKAP1;SKP1;SOCS1;SORL1;SPOCK2;SUB1;SYNE2;TMEM33;TOMM7;TPM3;TRAF3IP3;TRAPPC5;TUT7;UBE2D3;UQCRB;UQCRH
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0045785,positive regulation of cell adhesion,0.00032399966247064046,3.4894554422230626,410,315,26,0.08253968253968254,0.06341463414634146,13553,ACTB;ADAM19;CD40LG;CD5;CD6;CD99;DNAJB1;EPB41;FKBP5;FLNA;HBB;HLA-A;HLA-B;HSPA1B;IFNAR2;LAT;POLR1D;PSMA4;PTGES3;RAC1;RPS20;SF3B6;SFTPB;SKAP1;SLAMF1;TUT7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0042127,regulation of cell population proliferation,0.00032399966247064046,3.4894554422230626,1234,315,54,0.17142857142857143,0.04376012965964344,13553,ACTB;AGGF1;APOE;BAX;BCL11B;C1orf56;CD40LG;CD6;CD99;CDC42EP3;CMPK1;COX8A;DDX5;DNAJB1;DPP4;EEF1B2;EPB41;FKBP5;FLNA;FN1;FNIP1;HBB;HLA-B;HLA-DRA;HOPX;HSP90AA1;HSPD1;HSPE1;IFNAR2;ISG20;ITGB1;ITK;MYL12A;MYL6;NDUFS5;NME2;PFDN5;PLP2;PRDM1;PSMA4;PTGES3;RAC1;RASAL3;RPL12;RPL5;RPS25;RPS7;S100A11;S100A4;SFTPB;SUB1;SWI5;TOMM7;TUT7
luad_to_lusc,LUAD → LUSC,GO:BP,GO:0009144,purine nucleoside triphosphate metabolic process,0.00032399966247064046,3.4894554422230626,219,315,18,0.05714285714285714,0.0821917808219178,13553,ATP5F1D;ATP5MC2;ATP5MG;ATP5MJ;ATP5MK;ATP5PD;CYTIP;HOPX;HSP90AA1;N4BP2L2;NACA;NDUFA1;NDUFA2;NDUFA4;NDUFB4;NDUFB9;NDUFS5;TOMM7
